GCJ02long,GCJ02lat,type
116.7536065,39.8378011,2
115.898594,39.58028147,0
116.4569988,39.96006789,2
116.2267243,39.87331419,1
116.2715987,40.14507086,0
116.2482838,39.84996667,1
116.0637604,39.72779402,1
116.4217768,39.87651174,1
116.0722197,39.81153796,3
116.062555,39.72664169,0
116.1940275,39.8131481,3
116.3203203,39.88881232,2
116.3368586,39.99293994,2
115.9714231,39.59921099,0
116.0841566,39.775129,1
116.3490063,39.71595903,3
116.3184706,39.90755479,2
115.9166066,39.73332665,0
116.3560553,39.91390219,1
116.6485474,39.89329466,0
116.3650284,39.99542723,0
116.1291114,39.82227709,1
116.2958098,40.15178896,1
116.3688452,39.94789707,4
116.2948519,39.94885834,2
116.2740448,39.58682758,1
116.3128848,40.02629975,4
116.5868898,40.07771447,3
116.906477,39.76931934,2
116.237413,40.00233856,1
116.2946545,39.92384407,4
116.5880487,40.11599651,3
116.3592203,39.87845795,0
116.644493,40.34100653,2
116.1062032,40.006051,2
116.0945546,39.99769336,4
116.502506,39.99736551,0
116.112394,39.96899028,2
116.1422678,40.01292154,0
116.4217312,39.98867552,0
116.5315586,40.03896644,0
117.0493647,40.0692269,0
116.3894152,39.96304627,2
116.2296285,39.89630345,1
116.3811218,39.96957266,2
116.6150969,40.04661067,4
116.3963157,39.93433872,2
116.2544575,39.87299899,3
116.3483927,39.72232675,1
116.4129963,39.95920067,3
116.3322405,39.93243569,3
116.5703387,40.14759851,0
116.2226648,39.76384253,4
116.8243299,40.37570806,1
116.3102342,39.89557474,3
116.5138868,39.86970284,2
116.0018788,39.65685558,2
116.2378595,40.22552232,4
116.3193482,39.62313015,4
116.0975926,39.93515504,1
116.2413284,39.86396024,3
116.3984883,39.88220748,3
116.2195453,40.23822008,4
116.3336331,39.96754574,3
116.5047975,39.61256819,3
116.4696767,39.87541039,0
116.1897191,39.92298691,4
116.4406342,39.94525487,0
116.4670718,39.89061247,3
116.111376,39.9312491,0
116.2059973,39.75302241,2
116.0998977,39.78957726,1
116.1492435,40.0749486,4
116.3613073,39.95626474,4
116.4618338,39.94793403,1
116.5269524,39.96395893,4
116.3655579,39.98415558,0
116.1339167,39.73575491,2
116.4735443,39.66102312,1
116.5742053,39.88318132,0
116.4505976,39.85523754,2
116.2611938,40.13420051,4
116.3637992,39.77482815,2
116.3181322,39.96567052,2
116.1237312,39.75409678,2
116.0774369,39.9428448,4
116.5414348,40.2451134,0
116.1122179,39.76373316,1
116.2642014,39.87319044,4
116.5057052,39.90452906,3
116.4017461,39.75248195,2
116.182768,39.78400634,2
116.5144941,39.93152888,1
116.4874796,39.98856442,2
116.3629445,40.01160564,0
116.2175552,39.88735061,3
116.45446,39.93368594,4
116.2464707,39.87927381,1
116.5052524,39.86849866,3
116.1165463,40.54732196,1
116.1323816,39.94766809,2
116.4374166,39.98919896,1
116.4958113,39.9952054,4
116.4746384,39.8587239,0
116.4339556,39.93836108,4
116.23867,39.91847336,0
116.3099598,39.91300904,2
116.4607398,39.8844487,3
116.4122772,40.11235104,3
116.1071906,39.96738634,1
116.4444142,39.80644974,0
116.3667437,39.56793795,4
116.09075,39.96903314,4
116.2168063,40.0831977,4
116.2398441,39.6715851,0
116.2216078,39.8922958,2
116.5860207,40.25914334,3
116.3104462,39.94011198,0
116.5622083,39.78602337,0
116.1747197,39.89486166,2
116.3926949,39.86078113,3
116.5279769,40.00541277,2
116.3616454,39.96758573,0
116.4637895,39.79368597,4
116.0581885,40.4594779,3
116.3853012,39.94902612,0
116.4056812,39.96767117,1
116.4446073,39.87376675,2
116.1133831,39.631878,2
117.1528858,40.68795134,2
116.4039528,39.6111465,4
116.4045374,40.00151037,1
116.5768732,40.36212496,3
115.876273,39.60121952,2
116.275435,39.9617023,1
116.2269791,39.89908017,3
116.4528144,39.95869013,1
116.3548202,39.9653171,0
116.6452075,40.16140129,1
116.6144475,40.03959998,0
116.6838671,39.90362947,0
116.311962,39.9788031,0
116.0488563,39.62719374,3
116.1839588,39.79321192,3
116.4492256,39.90843166,4
116.4250021,39.96467842,1
116.121664,39.69803316,0
116.1244305,40.08364714,4
116.2606584,39.84997622,1
116.2373704,40.08523305,2
116.554562,39.91579616,3
115.7045621,39.58060596,1
116.3779468,39.94887422,3
116.8515977,40.42224103,3
116.3488198,39.89058824,1
116.1548273,39.80031058,2
116.3088466,39.86484488,1
116.1828971,39.93898019,2
116.2539236,39.97682845,1
116.309765,39.88590849,0
116.3940333,39.94234573,3
116.4071697,39.90086859,4
116.3866941,39.85759424,2
116.668451,40.0455762,3
116.4074306,40.07963185,3
116.4504565,39.92271907,2
116.278747,39.77971961,3
116.4283135,39.8463603,3
116.3996531,39.86142688,1
116.5032391,39.96449195,4
115.9864784,39.72111989,2
116.3748711,39.89989837,2
116.1152875,39.85416702,4
116.4464538,39.9083794,1
116.3061596,39.97782634,3
116.21074,40.03941162,1
116.2978176,39.78850243,4
116.3284633,40.03101259,4
116.2784541,39.7748689,2
116.4943325,39.92060873,1
116.3145163,40.01942629,2
116.6370904,40.30880975,4
116.1970342,39.80290201,1
116.8552917,40.38532248,3
116.1059697,39.9004687,3
116.47,39.89344947,2
116.866338,40.37149737,2
116.5941532,40.05445392,4
116.1013758,39.91037691,1
115.9627537,39.75003827,0
116.3111377,39.8854458,4
116.1679297,39.80633096,0
116.2580923,40.15997367,4
116.2513388,39.84850493,3
116.1033548,39.88404292,2
116.3141521,39.88758514,4
116.3099049,39.938618,0
116.2654876,40.13764012,4
116.2495268,39.92087884,2
116.5901761,39.92490617,1
116.4009215,39.87615112,1
116.3126745,40.07477405,0
116.3548151,39.96488008,3
116.2790097,39.89707251,0
116.3051948,39.98522709,4
115.9182205,39.73243426,3
116.0982801,39.60215522,3
116.3691482,39.99112923,1
116.3654423,39.57585002,1
116.408739,39.87205426,0
116.1794991,39.7832444,1
116.3587751,39.98688275,4
116.4319604,39.92213958,4
116.3257087,40.1237795,0
116.3424169,39.95801712,2
117.1839656,40.166071,4
116.3988341,39.79307182,2
116.452064,39.95687448,3
116.221834,40.0409439,4
116.5901357,40.07760032,0
116.2551603,39.87303898,4
116.1297693,39.81483091,2
116.857857,40.38175699,0
116.0135714,39.775806,1
115.9949255,39.60148231,4
116.1041568,39.76906488,4
116.3438074,40.03982828,2
116.2507213,39.84944309,2
116.6673881,39.89129554,0
116.4262006,39.8840061,3
116.4135855,39.86824155,0
116.0381098,39.61578673,1
116.3740658,39.90755966,0
116.5041415,40.01139321,2
116.2973231,39.88778817,2
116.0720314,39.82723081,3
116.193797,39.7640892,4
116.4620404,39.94234335,1
116.0079782,40.00664752,2
116.015758,39.68919291,0
115.9539295,39.82252076,3
116.6155302,40.05413131,0
116.1936787,39.93418022,3
116.2738097,39.84647884,3
116.2291975,39.87502483,0
115.9032924,39.57603309,0
116.3609954,39.9304342,3
116.3794489,39.9722359,0
116.358212,40.06570564,4
116.467557,40.00657517,4
116.454471,39.95750788,4
116.2540156,39.89704018,0
116.5005841,39.92291523,2
116.4280749,39.8398891,2
116.5542272,39.74631284,0
116.0434396,39.81331274,1
116.4480094,39.90838978,4
116.2803048,39.86488506,2
116.5874363,40.1179201,0
116.2577063,40.12698031,2
116.38604,39.98813237,2
116.3109147,39.88068519,4
116.5550105,39.92134747,2
116.1915642,40.04327871,3
116.3058278,39.98383005,0
115.970298,40.41471556,0
116.3799679,39.95138667,0
117.057186,40.63668712,0
116.656471,40.11346897,4
116.3524621,39.90944068,4
116.5587964,39.69108632,4
116.5892602,40.07728383,1
116.1806232,39.77762677,1
116.2988435,40.14344939,4
116.4783837,39.92279207,4
116.2214159,39.99363521,1
115.8698895,39.59755391,1
116.4362869,39.80460299,3
116.4743502,39.94428661,4
116.3742237,39.86582285,2
116.2213208,39.99178725,0
117.1322184,40.14974359,0
116.249144,39.83996084,1
116.429537,40.5054292,2
116.3098819,39.93893097,3
116.3317529,39.84900677,2
116.4711393,39.89337663,3
116.4398343,39.61863307,2
116.3979967,39.79295744,2
116.2865319,39.86935358,3
116.3597931,40.11252359,2
116.3875716,39.87003269,1
116.4222201,39.96772439,3
116.5173764,39.93238037,0
116.1853215,39.92451308,3
116.1770201,40.05109814,2
116.0710416,39.99637826,4
116.615922,40.04881822,3
116.4389268,39.85464801,2
116.4989517,39.91833292,2
116.1975714,39.91924976,1
116.1859608,39.91725359,0
116.1598299,39.84577025,2
116.5165948,40.00023144,3
116.5025012,39.89486125,0
116.4895159,39.9871105,3
116.5864821,40.07778077,4
116.3141224,39.7540333,0
116.333288,39.98156464,3
116.3072633,40.0700696,0
116.5270376,39.67493573,0
116.409401,39.87205425,3
116.0868796,39.66646,3
116.0842536,39.63230332,0
116.3078639,39.78545769,1
116.3836009,39.90722274,1
116.2812186,40.11310035,3
116.2731616,39.8894277,3
116.2780326,39.87052839,0
116.4494321,39.95550223,3
116.1150275,39.91414708,4
116.6793538,40.08637545,4
116.263822,39.89392933,4
116.4178956,39.90860216,4
115.8848952,39.56218567,3
116.4758884,39.93118206,2
116.4120861,39.89276504,4
116.3103165,39.90477429,4
116.0847294,39.6360245,1
116.3540755,39.92476419,0
116.5961551,39.9088618,1
116.2922248,40.01865276,1
116.2005252,39.85099135,3
116.4259689,39.96228261,4
116.5616625,40.10582491,1
116.3332485,39.93820285,4
116.745042,39.89712895,0
116.5821357,40.03433696,0
116.1363899,39.73599404,1
116.3701979,39.97436906,1
116.1071752,39.96351419,3
116.1423931,39.79064485,3
116.3344365,39.96400714,0
116.2394504,39.8402139,1
117.016876,40.38617607,1
116.3259321,39.92367133,0
116.4508662,39.87249999,0
116.33141,39.96815851,1
116.3570738,39.8780303,0
116.154479,40.04187627,0
116.355359,39.9868139,3
115.9823737,39.69024087,4
116.4769139,39.88427226,4
116.1064236,39.76855978,1
116.5288618,40.00501627,2
116.4240082,39.94957352,4
116.7846458,39.71222859,1
116.0615053,39.80780489,2
116.3678859,40.00548799,2
116.4760323,39.83180658,2
116.3141188,39.88608001,2
116.3019765,40.17251227,3
116.5083706,40.0135756,1
116.1766964,39.93632372,3
116.3977986,39.79274733,0
116.4382641,39.88694859,2
116.2558178,39.89555208,4
116.3742279,39.90682284,2
116.2791482,40.14813473,1
116.1214252,39.89278753,0
116.3771958,39.87042885,2
116.4736764,39.97598362,0
116.1092866,39.774826,1
116.3257199,39.92584802,4
116.1085075,39.85549416,1
116.2500189,39.9801061,0
116.172061,39.92445992,4
116.3487836,39.8976555,4
116.3433937,39.92287456,0
116.4787329,39.98872579,4
116.3874961,39.8752749,4
116.3035774,39.95811845,0
116.4915379,39.95977452,2
116.2126608,39.94495677,0
116.3879932,40.08363103,4
116.2280494,39.94813115,1
115.8599518,39.63878577,2
116.4731178,39.83764455,0
116.3751192,39.7635833,2
116.5567899,39.74688467,4
116.4125424,40.09928997,1
116.4221029,39.94959874,1
116.4389488,39.94958237,0
116.5039005,39.99560924,1
116.3629264,39.86889652,2
116.3491811,39.87869832,4
116.40758,40.12907772,1
116.4043907,39.94906023,1
116.2506805,39.87561754,1
116.3323898,39.88457889,1
116.3721379,39.94831074,4
116.0827779,39.73017578,1
116.3372695,40.01610472,4
115.800918,39.52805224,2
116.4697537,39.91665112,0
116.135597,39.82657638,0
116.2054053,39.76581769,2
116.5916471,40.05411605,3
116.3010145,40.0903591,2
116.2956545,40.15180375,2
116.2036268,39.66194829,0
116.2789927,39.8973285,0
116.3855819,40.00662172,4
116.3460227,39.84348355,3
116.3726784,39.85129798,2
116.1604004,39.67977867,4
115.9711792,39.59758799,3
116.7157305,40.0543813,1
116.0493204,39.70649356,1
115.9722042,39.59875088,2
116.4702671,39.8932398,0
115.9665343,39.60241258,3
116.5573072,39.72676422,4
116.3656818,39.8943271,3
116.2885473,39.95745273,3
116.1896785,39.91788877,0
116.3791865,39.93297904,3
116.5013378,39.75914004,0
116.1382897,39.72601544,1
116.532262,40.02089263,1
116.1681191,39.75875126,1
116.4344128,39.92950321,4
116.3400637,39.89502505,0
116.3182888,39.88783856,1
116.3597584,39.91849167,4
116.1848522,40.08526357,2
116.2448928,39.64301245,0
116.1159093,39.66123254,4
116.2569364,40.00709971,3
116.4557145,39.96270361,3
115.9117677,39.61437321,2
117.0357028,40.50096621,2
116.2795101,39.96134859,0
116.3234575,39.85114017,4
116.6427875,40.18950318,4
116.4486325,39.93634287,0
116.1202188,39.75236109,2
116.5780913,39.91062289,4
116.4069964,39.96886436,0
116.3548375,39.96790523,3
116.7409486,39.86621831,1
116.0723663,39.72855498,1
116.3955528,39.79702454,0
116.374238,39.86768297,2
116.6247758,40.32018624,0
116.0472169,39.71275952,0
116.6108233,39.92167549,3
116.728227,39.81168152,1
116.2679796,39.92423129,0
116.1911613,39.85350592,3
116.5054758,40.04617691,1
116.5930046,40.07933894,1
116.5232122,40.01496975,3
116.350817,39.93691686,4
116.4728814,39.80415175,2
116.3921498,39.98840832,3
116.1139112,39.95763429,2
116.6375486,39.66261872,4
116.3642183,39.96779785,2
116.4217768,39.87651174,4
116.650119,39.93278888,0
116.5850301,40.28793817,2
116.3399461,39.99600296,2
116.6942239,39.91178411,3
116.0914806,39.93296116,0
116.0496866,39.97708673,0
116.2184886,39.7047084,2
116.3550857,39.52651116,1
116.4372459,39.86442575,2
116.3692596,40.0631329,2
116.0434467,39.79047593,0
116.1425358,40.14189687,2
116.4736275,39.705142,0
116.1497296,40.10865826,2
116.3105211,40.08251085,4
116.5905355,39.92131081,0
116.0941296,39.99831118,2
116.0974537,39.82619844,4
116.353311,39.71931024,0
116.3709021,40.03708082,0
116.1113501,39.93126011,1
116.083298,39.9861529,4
116.5953679,40.12035811,0
116.2611938,40.13420051,1
116.2943872,39.99673863,4
116.4428602,39.94708669,2
116.3176084,39.73529238,0
115.9672291,39.61833981,4
116.5742053,39.88318132,3
116.4864143,39.88417806,2
116.5057942,39.92292059,4
116.3652516,39.81190457,0
116.2448888,39.93408682,3
116.06501,39.71477652,1
116.8435461,40.39747454,4
116.282617,39.82403174,0
116.3504279,39.84753389,2
116.2893658,39.8970442,0
116.6577884,39.90105051,2
116.45446,39.93368594,2
116.3128646,39.88883095,2
115.9982713,39.65489335,2
116.4900661,39.88554963,1
116.2322593,39.91823407,3
116.1879816,39.79350049,4
116.4097453,40.19515126,4
116.8594023,40.38777346,4
116.2852712,39.85968469,0
116.0355671,39.63780956,3
116.3124767,39.97585587,3
116.3734145,39.85067893,1
116.4651775,39.89720126,0
116.0868231,39.77272407,1
116.4956381,39.90081201,1
116.3555906,39.94034747,2
116.0719636,39.75121706,4
116.3434376,39.84950407,4
116.0933507,39.8443279,0
116.325475,40.0344771,3
116.3814181,39.97675627,3
116.4902892,39.89328935,3
116.7632072,39.87924184,2
116.5771819,39.80731795,0
116.445927,39.79093803,0
116.2411294,39.95089124,0
116.3112003,39.98538205,1
116.3755317,39.95194336,0
116.393842,39.94854085,3
116.2962551,39.83700387,4
116.3132063,39.89676391,2
116.3566764,40.02307776,1
116.3492645,39.94425633,4
116.4320124,39.85978254,1
116.7295705,40.06110719,4
116.3733788,39.80540579,2
116.6984342,40.28010374,3
116.4603869,39.67910762,4
116.126233,39.70358338,2
116.6178337,40.04694922,3
116.3522578,39.9184407,2
116.3329414,39.96678839,2
116.3478205,39.89768673,2
116.2739253,39.90743403,4
116.4693347,39.87443018,4
116.5096775,40.01264663,4
116.8614461,40.38724801,2
115.8695936,39.56861414,0
116.3717593,39.94892125,1
116.2979788,39.7800499,3
116.4275782,39.8458809,1
116.4895609,39.98068311,1
116.3306402,39.96746201,2
116.2909034,39.99029587,3
116.1885537,39.78339555,4
116.2715975,39.84689544,3
116.5467957,39.89678047,4
116.3135279,39.98444105,0
116.6036724,39.92573442,0
116.4475514,39.90830256,0
116.2391773,39.97307823,2
116.3240319,39.77222623,1
117.1323234,40.28457196,1
116.2920051,39.82237324,0
116.2708075,39.94695368,4
116.4260044,39.88816445,0
116.4316929,39.95428215,3
116.2867155,40.09735976,0
116.2931675,40.01384876,3
116.37014,39.96769972,4
116.507038,40.00765534,0
116.3571699,39.94804049,3
116.5049255,40.00332149,2
116.3273305,40.14008809,2
116.1295973,39.73353323,2
116.2954758,39.93255254,0
116.3802483,39.95134098,1
116.3553477,39.93712892,4
116.893076,40.17396368,4
116.4620177,39.94359345,3
116.3154397,39.91115949,0
116.4186882,39.89302612,0
116.470872,39.97088554,3
116.2976388,39.92173612,4
116.1472189,39.72680511,4
116.3804101,39.97176497,4
116.7386583,40.34576873,2
115.9829831,39.64542687,4
117.0257425,40.09588481,1
116.3453443,39.82900835,4
116.4672973,39.54155787,2
116.4511001,39.96320852,0
116.4213861,39.87633895,4
116.451617,39.79090208,2
116.6376167,39.91887294,1
116.327529,39.83051655,1
116.4506643,39.95643705,2
116.1238984,40.08446962,2
116.4221095,39.63149538,4
116.3333178,39.77936455,1
116.5048648,40.00348368,4
116.2184504,40.11867128,0
116.3553046,39.93695183,4
116.7281382,40.03813049,0
116.8656181,40.37220166,3
116.1987512,39.9186757,3
116.2491523,39.85035347,4
117.0441756,40.14653578,0
116.4171913,39.87132366,4
116.2281206,39.72493823,3
116.3566276,39.91498122,0
116.505921,40.02119331,3
116.340066,39.99294906,4
116.4150184,39.97396079,3
116.1436242,39.73393226,0
116.4608936,39.96473678,0
116.2421213,39.58621423,2
116.586722,40.07794561,3
116.1045591,39.89034326,3
116.4795575,40.08766381,3
116.5382139,40.07543385,4
116.2844274,39.95749317,1
116.477521,39.99600935,4
116.4161751,40.03753025,3
116.0513297,39.62186025,2
116.3453127,39.95979963,0
116.3964397,39.965146,0
116.4482038,39.94666303,0
116.2037979,39.91494511,3
116.3221945,39.98564378,4
116.555771,39.91572867,1
116.3745066,39.86929341,0
116.4084762,39.94370544,0
116.2610597,39.97340587,4
116.520284,39.97554956,4
116.3000266,39.89683851,3
117.0990006,40.64917972,2
116.1552928,39.75071107,1
116.3881346,39.88980416,0
116.4991271,39.99816266,3
116.4106124,40.07238935,1
116.2708027,40.1086921,2
116.445004,39.8938341,0
116.3697106,39.9472053,2
116.4173832,40.020615,1
116.4345567,39.92285477,1
116.4383317,39.90851249,3
116.2064215,39.89900722,4
116.3919025,39.97189748,3
116.3137739,40.04392918,0
116.2825325,39.97352689,1
116.1913763,39.93683746,3
116.4803436,40.01494056,3
116.252779,39.89582822,2
116.3366999,39.79103407,4
116.3247218,39.78291753,3
116.1860013,39.69989346,0
116.2083183,39.82129187,3
116.5033432,39.97639912,1
116.633484,39.87922101,2
116.286476,39.8229467,4
116.3137826,40.07353291,4
116.3257164,39.93843452,1
116.2713196,40.01731687,4
116.4303908,39.8696047,0
116.4143076,39.98867957,0
116.5046667,40.00467133,1
116.3149104,39.96547573,0
116.3762342,39.98737065,2
116.4896082,39.88904212,2
116.0581885,40.4594779,4
116.320651,39.88892694,1
116.2795144,40.13168143,4
116.3386088,40.04178252,1
116.1782287,39.92578541,0
116.2642604,39.89681961,4
116.2657036,40.0490787,2
116.2983653,39.7871741,4
116.4388728,39.80658983,4
116.3469705,40.03138076,3
116.2737541,39.94676552,1
116.4146275,39.98870949,4
116.0995693,39.91068958,0
116.706565,39.60222516,0
116.4902822,39.90070572,4
116.4620413,39.93317098,2
117.1157489,40.39737266,2
116.2738097,39.84647884,3
116.3158248,39.98524314,4
116.2775284,39.58826255,4
116.5367864,39.6913488,0
116.3791062,39.97039543,3
116.5816725,39.97979897,4
116.7402951,40.34384023,1
116.3577176,39.97641954,3
116.3568562,39.92381699,4
116.2739136,39.82115025,0
116.3290552,39.69220586,4
116.4622519,39.91920893,2
116.3734669,39.92374255,0
116.2423086,40.11384234,3
116.4072495,39.85184809,0
116.0697498,39.76216691,0
116.0519522,39.88347996,0
116.215089,40.03580524,0
116.1984477,39.88403266,4
116.0833016,39.92859463,4
116.3316802,39.88467854,4
116.4182768,39.80193069,2
116.4048929,39.88794472,1
116.3186105,40.18230959,4
116.2998922,39.95938589,2
115.911685,39.63261404,2
116.3122835,39.86501574,3
116.3595933,40.132485,3
116.7364479,40.38962088,4
116.083538,39.72659307,4
115.8138091,39.55875542,4
115.89743,39.60406964,4
116.3505807,39.85112138,1
116.5116528,39.91437664,1
116.1700044,39.770777,1
116.5054288,39.61006173,0
116.2616561,39.86401423,2
116.2930299,39.83397434,2
116.2296514,39.89609342,3
116.4425967,39.94707309,4
116.5032441,39.96450994,3
116.2956356,39.74380087,1
116.2898259,39.83660649,1
116.3075685,39.86725288,4
116.1547221,39.75700671,1
116.3329718,40.04903212,2
116.2099421,39.82600974,0
116.4206611,40.10661273,2
116.3475411,39.86026234,4
116.2109247,39.84098727,1
116.149385,39.6183334,2
116.2126414,39.82937403,4
116.3495168,40.02893832,3
116.3444369,39.88962006,4
116.745042,39.89712895,1
116.2962312,39.88592155,4
116.4618028,39.89198172,2
117.1676443,40.3499309,4
116.2982434,39.74919215,3
116.587777,40.11749282,3
116.2719706,39.84639964,2
116.0287361,39.87712047,1
116.461575,39.88909208,4
116.2528817,39.91793618,1
116.2087323,40.10796104,3
116.3235296,39.77075415,1
116.4625688,39.72770481,3
116.3085763,39.8662745,4
116.6361325,40.1300875,4
116.8037314,40.10944633,0
116.4601433,40.00086191,0
116.3645628,40.02907301,4
116.385169,39.94893099,3
116.5460952,39.940913,3
116.3004927,40.15436396,4
116.5045081,39.93151881,4
116.46184,39.94966109,2
116.1359712,39.73952996,0
116.5550242,40.06573699,0
116.5883445,40.06734579,2
116.2528217,39.90153847,2
116.4274853,39.90847419,3
116.0676032,39.65780492,2
116.3267226,39.89010635,4
116.081401,39.84190846,0
116.3210821,39.88998279,0
116.2893919,40.10583449,1
116.4496594,39.93095784,1
116.5315451,39.95382075,1
116.5609683,40.01052252,4
116.3089202,39.9325261,0
116.4710973,40.1758473,1
116.3710612,39.8470305,2
116.3488965,39.8867352,2
116.0682888,39.6615637,3
116.1631985,39.92218608,1
116.5634624,39.9240945,1
116.2678066,39.92416421,4
116.7149458,39.52115595,0
116.3880965,39.94423144,4
116.0763217,39.94287342,1
116.2289558,40.0507278,1
116.9397288,39.78854427,1
116.2862251,40.0985173,2
116.5890871,40.05133737,2
116.2786629,40.14927943,1
116.2873599,40.01410069,2
116.0487363,39.75717844,1
116.0688748,39.67795543,3
116.4538443,40.00945625,3
115.9908317,40.47233231,1
116.3364315,40.02315245,0
116.3793305,39.97791699,1
116.2783612,39.84935948,1
116.2852295,39.88637902,3
116.0473964,39.80851696,2
116.0669126,39.72523912,2
116.061837,39.73717866,1
117.2090067,41.21310164,0
116.1338604,39.936238,0
116.3205087,39.88896268,0
116.3608215,39.98171095,2
116.5916453,40.08033767,4
116.6602284,40.13334037,1
116.2123591,39.91021677,4
116.2804089,39.86488715,4
115.9351265,39.68967787,4
116.1102335,40.0058454,2
116.2188523,39.84524666,3
116.8224999,40.37205324,4
116.2050093,39.64553303,3
116.4587188,39.8552095,4
116.2328052,39.91584051,3
115.800918,39.52805224,4
116.1328249,39.80789018,2
116.481331,39.8319123,0
116.6009829,40.01562523,2
116.5429205,39.90745923,0
116.189915,39.93451403,4
116.3368627,39.99294195,3
115.8700524,39.59978621,4
116.3085468,39.95932353,3
116.3946738,39.96613906,1
116.2029993,40.0919289,1
116.4454704,39.95187781,4
116.2864968,39.86934354,3
116.490278,39.92313671,2
116.0724561,39.74960959,2
116.423999,39.94832748,1
116.413116,40.07388911,3
116.2292554,39.87502677,4
116.4475084,39.96269486,2
116.5513842,39.90737457,1
116.107482,40.46358148,1
116.2842281,40.10827893,1
116.3790046,39.97492049,4
116.5041501,39.85600628,4
116.5293128,40.03460041,3
116.2098118,39.57941594,3
116.3766929,39.98709621,3
116.5270376,39.67493573,2
116.6656409,40.06784323,3
116.3135201,40.02608085,4
116.2816478,39.84643825,2
116.4389488,39.94958237,2
116.2975659,39.84287208,0
116.4076791,40.00568293,2
116.3248135,40.05022667,2
116.3839163,39.93899438,4
116.441542,39.89377138,2
115.9382183,39.65866972,4
116.3436464,39.75671397,2
116.204553,40.12820732,1
116.8288947,40.37896866,0
116.1321705,39.95898576,2
116.3696904,39.73997934,3
116.1100914,39.73834094,4
116.3323579,39.75775557,2
116.6577971,39.90647676,3
116.5398337,40.16336241,1
116.348215,39.9031597,4
116.2113292,39.84430389,4
116.084604,39.98633312,4
116.4306569,39.8650692,1
116.7201876,39.77845249,2
116.3279842,39.9282004,1
116.1579743,39.70709604,3
116.140551,39.89928818,1
116.3651931,39.99131531,4
115.9516148,39.67443943,0
116.7010821,40.0956061,2
116.3397703,39.8973876,1
116.1368273,39.73029081,4
116.0336375,39.58314118,0
116.7558094,40.11344948,4
116.415793,39.86352572,4
116.4896717,39.97437953,2
115.9117677,39.61437321,2
116.1044828,39.84064657,3
116.4710896,39.9735101,2
116.2041297,39.9039701,3
116.1388384,39.72463757,0
116.6216132,39.65085799,3
116.6653099,39.9119556,0
116.0699602,39.80974146,2
115.9757977,40.4459249,0
116.361996,39.9675803,0
116.0319591,39.59696891,0
116.711863,40.12867012,0
116.1275368,39.93790254,1
116.2726879,40.09442315,1
116.4617323,39.85501194,3
116.3275882,40.20447136,2
116.3100241,39.88993412,2
116.5176238,39.86204634,2
116.3060245,39.97874416,1
116.1574095,39.76804431,2
116.3120826,39.94128183,3
116.3341687,39.78704888,1
116.0356593,39.77287721,0
116.3743388,39.88856215,1
116.3529895,40.03002863,0
116.3506052,39.87884792,2
116.8431414,39.852842,2
116.5017178,40.00324812,2
116.6689422,39.65937497,1
116.4466573,39.90837406,2
116.3544432,39.95585307,4
116.3216082,39.88948474,1
116.3310466,39.85137456,0
116.3599981,39.96781404,0
116.2943872,39.99673863,3
116.0444805,39.63979085,3
116.6676428,40.36885949,0
116.3719738,39.86362172,1
115.953407,39.62985965,2
116.3681498,40.04030202,4
116.1083181,39.73400676,4
116.2312817,39.88649349,1
116.256712,40.13092461,4
116.5717298,40.03637129,3
116.5132532,39.83791387,4
116.4782656,40.01363113,0
116.052983,39.6488803,3
116.3948791,40.02265957,0
116.0490468,39.72318318,0
116.4900711,39.88568962,1
116.2238746,40.07547355,1
116.5055061,39.66380424,3
116.3805859,39.85791812,3
116.4350216,39.64322326,1
116.221643,40.03031459,3
116.3565016,39.9172661,3
116.0634718,39.72683838,3
116.5313501,40.02067911,1
116.5779865,39.91986041,3
116.3884794,39.98777049,4
116.3806054,39.9720932,2
116.4506404,39.9565371,3
116.2662669,39.86587082,2
116.3445788,39.74280418,3
116.430459,39.9497252,1
116.3558439,39.89888817,0
116.0594561,39.71958493,0
116.2945611,39.86596326,1
115.9765844,40.45670045,4
116.6138211,39.92533981,4
116.3804101,39.97176497,0
116.5870246,40.07708433,3
116.5083658,39.82984997,2
116.2018734,39.64001708,4
116.3762164,39.87050065,3
116.291449,39.84437798,3
116.4243951,39.90443139,1
116.3453053,39.75770919,0
116.5315347,40.07121935,3
117.1839656,40.166071,0
115.9385418,39.6594103,2
116.7637848,40.03460442,2
116.3101122,39.929768,4
116.4616162,39.93867115,1
116.4614923,39.92087669,0
116.5082761,39.91837494,2
116.1907269,39.80831667,2
116.582835,40.03445632,0
116.4591744,39.80649524,2
116.4780682,39.93368036,1
116.4558159,40.20270863,4
116.3504451,39.9678794,0
116.346612,39.98663112,3
116.1975174,39.92639615,0
116.0467012,39.59851235,4
116.0404281,39.81215006,3
116.1145471,39.59386914,4
115.8300124,39.56691224,0
116.3535181,39.97900735,2
116.4453341,39.87636572,2
116.370919,39.83937383,4
116.2441293,40.17243641,2
116.2813468,39.84083462,2
116.6143367,40.05036551,2
116.3141012,39.89736251,4
116.8305297,40.37251752,1
116.3631774,39.88930594,1
115.9948621,39.97164155,3
116.4784097,39.93081733,0
116.4504972,39.93666156,3
116.0710961,39.99195715,4
116.2555305,40.0525789,2
116.4839456,40.01379553,1
116.5561459,40.0291207,4
116.4979203,40.01122983,4
