GCJ02long,GCJ02lat,type
116.8266057,40.37617701,0
116.0804243,39.7022616,3
116.1124095,39.73034932,2
116.4005756,39.87055071,3
116.4773053,39.86559725,3
116.4041715,40.12775816,1
116.4787885,39.97978128,2
116.3701135,39.94057061,4
116.8324734,40.43072247,2
116.3308336,40.00661899,2
116.6121965,39.92294103,3
116.2940779,39.86146737,4
116.51105,40.01021241,0
116.3959772,39.93963975,1
116.8534915,40.42311406,4
116.2184334,40.1186733,0
116.6371576,40.32576717,4
116.4085327,39.93992529,3
116.3610189,40.09958159,2
116.466809,40.01987756,1
116.4662966,39.97225274,1
116.0804065,39.94665838,0
116.4030538,39.91327647,2
116.5091189,39.64345662,0
116.3654213,39.85527769,1
116.3487757,39.75546837,2
116.1126119,39.75854749,0
116.5154263,39.91274032,3
116.2762245,39.89705024,2
116.2477856,39.84604557,0
116.4785283,39.92289468,0
116.0872326,40.23368733,2
116.101072,39.73901633,4
116.0991122,39.93264738,1
116.325667,39.96751457,0
116.2051934,39.66573143,4
116.5058842,40.00640075,1
116.411596,39.90663373,0
116.3815773,39.97681945,4
116.2773195,40.02669951,1
116.2580162,40.12707735,1
116.4450902,39.85736009,0
116.4664901,40.02044135,1
116.3310995,39.98569862,4
116.2372123,39.67250691,2
116.7558094,40.11344948,1
116.8521144,40.3881059,4
116.4607162,39.93373593,2
116.9609953,40.29052664,2
116.0507675,39.7262245,0
116.0825253,39.94632757,1
116.7073963,40.04065712,3
116.4403158,39.96830124,1
116.6653099,39.9119506,2
116.3463613,39.90614941,2
116.3694712,40.00969949,0
116.1115756,39.93668226,3
116.3317374,39.88497866,3
116.3498197,40.03077896,0
116.3747515,39.968076,4
116.3563372,39.94065877,4
116.2974632,39.95886435,0
116.2506213,39.92955897,1
116.3099734,39.90946491,1
116.1986557,40.17328691,2
116.2238231,40.142172,4
116.3514261,39.87972945,4
116.3918245,39.94143723,2
116.8552687,40.36905224,4
116.2298237,39.97306843,4
116.3212222,39.48467924,4
116.2459563,40.12118541,0
116.3248135,40.05022767,1
116.2497686,39.91995975,4
116.48624,39.92460737,3
116.1140034,39.66289966,3
116.4326394,39.85885183,0
116.5155752,40.01283202,2
116.1913763,39.93683746,2
116.6395003,39.90123968,1
116.5036423,40.0022573,0
116.3064159,39.97656571,1
116.3252224,39.75513672,2
116.1252393,39.77240944,1
116.3257648,39.93295439,0
116.2852152,40.10887701,0
116.3481511,39.96790321,3
116.4304622,39.95958359,0
115.9765844,40.45669545,1
116.2248834,39.89698929,4
116.7256419,39.64650762,2
116.2915337,39.89706186,4
116.2943387,39.94548152,4
116.7100422,40.05305292,4
116.4692867,39.90483975,1
116.2005146,39.66196645,3
116.325384,39.97263923,0
116.485116,40.09744211,1
115.8831612,39.56245237,2
116.3225956,39.73115904,2
116.3524774,39.52775293,0
116.3965114,39.93078668,3
116.2735149,39.94669536,1
116.1168317,39.96185415,1
116.2836307,39.85382964,0
116.3537546,39.58804366,2
116.4919602,39.81525287,3
116.4218895,39.85865471,2
116.0709965,39.99630719,4
116.3599548,39.86305937,0
116.3266213,39.84942102,0
116.3741106,39.86619972,0
116.5321796,40.04026881,2
116.0995958,39.96900092,2
116.239587,40.22168362,3
116.4554293,39.88456985,2
116.3838075,39.94908567,0
116.5064067,40.01811671,4
116.5059379,40.02120326,4
116.2226763,39.73568239,4
116.5864302,40.07826985,3
116.3483343,39.83135705,2
116.3558736,39.94320507,4
116.3035436,39.92808921,2
116.0013244,39.62062177,1
116.348425,39.71589496,0
116.5279769,40.00541277,2
116.4745935,39.85836099,0
116.3975937,39.92847412,4
116.4673821,39.88432343,0
116.4299456,39.72107223,3
116.2287003,40.05075504,2
116.395536,39.79875867,2
116.3103449,39.90804248,0
116.3804161,39.97176697,1
116.6967065,40.4145517,0
115.9594504,40.36078888,1
116.4335895,39.94869491,4
116.4147126,39.99011653,3
116.2345286,39.89823536,2
116.3501905,39.67295469,4
116.5872681,40.10666629,1
116.1766097,39.91283591,2
116.2314666,39.84770024,2
116.3752384,39.97661096,3
116.2691534,39.71703698,4
116.1212737,39.8877584,1
116.2110441,39.83817892,1
116.5342671,39.61266377,0
116.3337276,39.93030645,0
116.3414269,40.03885273,3
116.4107217,40.03578728,2
115.8010204,40.45732961,4
117.0109975,40.06293599,0
116.0969975,39.68319857,2
116.3742571,39.89965756,3
116.1193931,40.12774617,3
116.4620433,40.0827071,1
116.4132203,40.02238328,2
116.6751242,39.87859659,2
116.4783328,39.72288402,0
116.2920522,39.65258457,2
116.0154126,39.77528647,0
116.3801171,39.98212805,4
116.5874355,40.06983657,4
116.2816438,39.84645525,3
117.2454279,40.20523935,4
116.3586933,39.95068618,1
116.0404281,39.81214806,0
116.3574885,39.86842051,3
116.1388384,39.72463157,3
116.5096206,40.2658269,2
116.2066188,40.15048322,3
116.2616307,40.08517964,4
116.4970077,39.92319892,2
116.7637848,40.03460642,1
116.4453984,39.95075788,2
116.1710681,39.74455424,1
116.3613093,39.95628274,0
116.2990267,40.05495292,3
116.2096698,39.8266702,0
116.2740732,39.8977687,4
116.8409679,40.39712719,0
116.4578216,39.91296426,3
116.2594449,40.13382515,1
116.3919025,39.97189748,1
116.1045528,39.73937967,1
116.8600487,40.38315387,2
116.2901759,40.02563053,4
116.3762924,39.91741493,3
116.1005262,39.9113068,3
116.5717562,39.90105547,4
116.3886952,39.96829289,0
116.2099215,40.03602066,2
116.1660114,40.14695893,0
116.1878167,39.90985984,3
117.029997,40.48684397,3
116.373649,39.91487242,0
115.9834321,39.69117899,3
116.4071196,39.81324651,1
116.4978664,40.0023216,2
116.4138786,39.86227316,4
116.2228893,39.76287018,4
116.0827734,39.96920171,2
116.2780996,40.19841195,3
116.3274541,39.88832566,0
116.0954494,39.95676011,1
116.0939007,39.84359913,4
116.2147547,40.03644273,0
116.0837092,39.96934662,4
114.71668,41.14801193,1
116.3294684,40.12490073,4
116.1032845,40.006188,1
116.4833088,39.87008409,1
116.657408,39.67541868,0
116.2434726,39.85784785,0
116.3128646,39.88883095,0
115.943396,39.68687409,4
116.205331,40.127368,1
116.3906921,39.95309886,2
116.6710221,39.88189694,3
116.4142853,39.85274252,1
116.5954129,40.12029409,1
116.5557816,40.10046481,0
116.536044,39.7422206,4
114.716681,41.14804195,4
116.3906921,39.95309886,2
116.5954129,40.12029409,0
116.3248135,40.05022767,1
116.595248,40.1208632,4
114.716681,41.14805496,2
116.364386,39.98652386,4
116.0953434,39.75428139,3
116.4803295,39.84761505,1
116.4803295,39.84761505,1
116.0380408,39.6336833,3
116.0528673,39.62923518,0
116.4164585,39.84601749,2
116.1782773,39.89240686,4
116.3759018,39.85420236,4
116.4903878,39.98809102,2
116.4622976,40.08275254,1
116.2079718,39.92264783,1
116.7323025,39.9532208,4
116.6816801,39.89725102,4
116.1949814,39.64054901,3
116.1133043,39.78275962,2
116.3569495,39.94887815,1
116.4036434,39.81486312,0
116.2585321,39.85422813,3
116.3152175,40.03321419,3
116.3903791,39.63989888,4
116.2413519,39.95681436,1
116.3720972,39.88082778,4
116.22752,39.87313337,3
116.6108997,40.16218719,1
116.4159749,39.99688844,0
116.5998825,39.9147572,3
116.1384433,39.72508313,3
116.497487,39.95610683,4
116.2528097,39.83709004,1
116.2729278,39.95635335,0
115.9823325,39.66586877,2
116.368906,39.80302837,3
116.1362915,39.95100174,4
116.2223035,39.90812769,0
116.0910209,39.73324274,0
116.6009426,39.91486207,1
116.4399319,39.67175716,4
116.3026555,39.89186726,1
116.2819433,39.94453217,3
115.7437035,39.58143229,0
116.1112261,39.66426283,0
116.2477612,39.85001882,1
116.2209889,40.26491633,1
116.1151131,39.66104887,0
116.3417519,39.89842741,3
116.4675363,39.82617166,3
116.5619837,40.32331319,0
116.2609244,39.84988027,3
116.7421445,40.25874997,4
116.5891683,39.92982098,4
116.2747367,40.0193272,0
116.4338098,39.82068212,2
116.2895947,39.78100392,1
116.0979386,39.90396085,1
116.650789,40.17219132,4
116.6102314,39.7092664,3
116.4685846,40.19297374,0
116.7801442,40.22943947,3
116.2030631,39.90151573,4
116.574713,40.36057914,2
116.2082464,39.76517518,4
116.4924694,40.03910229,3
116.2300741,39.89927918,4
116.6987055,39.86735297,2
116.3128044,39.52429197,0
116.2351412,39.85308758,1
116.0997674,39.90429934,2
116.6513305,39.80569184,1
116.2825041,40.0512574,0
116.2207985,39.87740304,1
116.1490272,39.74782286,0
116.2411753,39.86203722,3
116.2923469,39.88950654,1
116.2335644,39.90236131,1
116.203753,39.81842988,0
116.643397,40.02727346,0
116.3636333,39.88932867,2
116.438099,39.56728309,4
116.2799581,39.86174658,0
115.9850684,39.64339338,3
116.3680317,39.97831408,2
116.1733254,40.02651981,0
116.2145669,39.70615182,2
117.0994025,40.18012655,1
116.3680635,39.74740682,1
116.5184401,39.85680164,0
116.1112374,39.78504849,3
115.9561555,39.60286735,0
116.5863885,40.1049028,1
116.5438217,39.7593328,0
116.0932006,39.99964578,3
116.23867,39.91847336,4
116.5019801,39.61153642,3
116.2024319,39.74324507,1
116.3455767,39.89932464,1
116.6538336,40.14062291,3
116.3537284,39.89836444,4
116.3960605,39.93341455,4
116.6206226,40.05307941,4
116.2617856,40.14062627,4
116.3461919,39.83428828,0
116.587331,40.04907543,4
116.23867,39.91847336,1
116.3168219,39.85796337,3
116.2763317,39.9698313,4
116.2491523,39.85035347,0
116.395336,39.93352915,4
116.4172099,39.80518138,1
116.4115331,39.90723677,1
116.4492933,39.76576094,1
116.3721097,39.86030672,4
116.4440607,39.80532721,4
116.4115111,39.90770879,4
116.1218531,39.72443667,4
116.4586202,40.15434875,0
116.2839507,39.90751365,0
116.7012325,40.12736096,3
116.4307523,39.94006153,0
116.3026984,39.85793059,3
116.3098045,39.89709908,2
116.3636203,39.88947366,0
116.26423,40.0382056,4
116.0655675,39.62389189,4
116.0655675,39.62389189,1
116.2109463,39.83845508,3
116.4440607,39.80532721,1
116.4251317,39.86798609,1
116.5862586,40.10460187,1
116.2645084,39.88912633,0
116.3648969,39.92285212,4
116.4115481,39.90781579,0
116.4636367,40.08300652,0
116.2643438,39.8515523,4
116.1357961,39.74382267,1
116.7038572,39.85404801,0
116.4161206,39.84589659,2
116.2593332,39.92811677,2
116.5673021,40.10658239,0
116.2839507,39.90751365,3
116.7055045,39.98374249,2
116.3515387,39.89825653,0
116.3052149,39.97006151,0
116.2996585,39.87647399,0
116.3248135,40.05022767,3
116.3511438,39.90571315,2
116.7563466,40.03429036,3
115.9813476,39.68336893,2
116.6206226,40.05307941,4
116.3660579,39.95318212,4
116.2617856,40.14062627,2
116.2747409,39.9567196,0
116.1885914,39.83758663,4
116.0655675,39.62389189,2
116.2556372,39.87361701,3
116.3717981,39.85960725,0
116.3461369,39.83581227,1
116.3310795,39.88981163,2
116.3961916,39.93342962,4
116.5557367,40.10071492,0
116.2150754,39.90383168,4
116.23867,39.91847336,1
116.2114001,39.83644929,1
116.2645084,39.88912633,3
116.1398306,39.89944214,4
116.2491523,39.85035347,4
116.5883275,40.0502228,2
116.3184893,39.85613428,0
116.2615095,39.89159759,0
116.0804235,39.94647839,2
116.3374146,40.09315639,1
115.9443964,40.48714415,1
116.6622719,40.0768446,1
116.5865771,40.07816073,2
116.5865771,40.07816273,1
116.5641775,39.96162778,3
116.2799464,39.84739574,1
115.9696949,39.75917393,2
115.9662433,40.3608695,3
116.3506313,39.72734347,1
115.9482501,39.65467278,4
116.0636436,39.76219473,2
116.1070773,39.94087531,3
116.3303207,39.73763142,2
116.8256319,40.27709936,3
116.1501491,39.61805214,4
116.1385409,39.73936176,4
116.2018082,39.6128045,3
116.2737256,39.58645727,3
116.0782065,39.69779643,0
117.0672756,40.09840554,4
115.9094175,39.61433287,1
116.6181448,39.90489527,0
116.0712402,40.161699,2
116.3214281,39.8275379,1
115.9355157,40.47365535,1
116.6369766,39.6554847,1
116.654906,39.69477041,2
116.2429478,39.856158,1
116.2318534,39.93035992,3
116.3094301,39.90750791,3
116.6201942,40.29118657,1
115.9678971,39.81697654,3
116.4426831,39.84126486,0
116.1632305,39.86788149,0
115.9915806,40.44407359,4
115.9371373,39.68610588,1
116.2772797,40.1322286,0
116.7355413,39.86445352,0
116.1081621,39.69413136,1
115.9423786,39.55567949,1
116.2601741,40.13642152,4
116.6130229,40.0367342,4
116.4093412,39.88966813,0
116.3655157,39.88873958,1
116.256807,40.13102562,1
116.4579286,39.95504276,2
116.0955967,39.93552133,2
116.0824078,39.94294432,0
116.3014555,40.09254492,3
116.0877248,39.65663392,2
116.2652009,40.21961835,1
116.0420499,39.81459236,4
116.6556654,39.62451109,2
116.0771023,39.94087832,4
116.7422932,40.38804512,2
116.1361011,39.7091379,1
115.8844539,39.56159791,1
116.3316781,40.04281532,0
116.2127433,39.7014007,4
116.496846,39.94489729,2
116.2173904,39.90228451,1
116.1839049,40.2032505,4
116.1836048,39.7934606,3
116.3297586,39.78705844,0
116.0122442,39.7135949,1
116.6314336,39.61547404,2
116.3126728,40.0609482,2
116.1085672,39.77597124,2
116.3700673,39.97114175,1
116.3563678,39.92073502,3
116.4265732,40.02438177,2
116.5598098,39.75497771,3
116.4738766,39.92722114,2
116.6146746,40.03921507,3
116.5659312,40.20724083,4
116.1341249,39.66961008,2
116.5162393,39.94565427,2
116.1504078,39.71571374,1
116.3339747,39.97401165,0
116.1161216,39.93211332,2
116.5850321,40.2885073,0
116.6897521,39.87479517,2
116.7324242,39.76481139,3
116.1658263,40.15740838,2
116.2745978,40.02837553,4
116.5827266,39.91519836,1
116.1519585,39.75229173,4
116.110141,39.77484282,1
116.110141,39.77484282,1
116.2459513,39.85612276,4
116.1766964,39.93632372,1
116.5058323,39.84479556,3
115.86593,39.59103604,4
116.0592388,39.79212628,1
117.2131298,40.17238233,0
115.9689978,40.46518946,0
116.3789335,39.96692809,0
116.3518157,40.01995406,4
116.3186096,39.89687457,4
116.2739999,39.58721964,2
116.3276456,40.05634237,1
116.4524698,39.79783807,2
116.1764438,40.02857806,4
116.7189175,40.0396668,2
116.0496432,39.73850144,1
116.3469348,39.54747862,4
116.1063553,39.76600253,2
116.2917218,39.81501635,2
116.3853252,39.99613103,3
116.3601002,39.84826077,4
116.2183577,39.95221933,1
116.7887374,39.8745586,0
116.7553024,40.02056965,2
116.2691534,39.71703698,4
116.5268199,39.99636163,1
116.3758869,39.94969172,1
116.384432,39.93955491,0
116.107265,39.76769461,2
116.1560445,39.6685653,0
115.9796189,41.59806449,3
115.9846624,39.64607774,3
116.390701,39.88160881,0
116.6911717,40.32236772,3
115.9769583,40.46250991,0
116.3943889,39.89004571,1
116.0974967,39.91213306,2
116.4216745,39.93596445,0
116.1372406,39.95863588,3
116.5867999,40.07801455,0
116.3759691,39.95014684,2
116.1249496,39.73973819,3
116.2205698,39.84450449,3
116.0487327,39.80765102,4
116.0643994,39.79734632,2
116.5426253,39.93892628,0
116.0236362,39.88881942,2
116.3312586,40.02317354,4
116.0621172,39.93083773,0
116.387984,39.94894353,4
116.0468777,39.80539548,2
116.4359203,39.90495939,4
116.3131857,40.02807036,4
116.3050474,39.84839373,1
116.5920639,39.73955199,1
116.2709807,39.90759017,3
116.6394731,39.65140124,2
116.3742069,39.99371832,0
116.2677743,39.86600149,0
116.12064,39.73442575,0
116.7609936,39.83803294,4
116.2506805,39.87561754,1
116.3679919,39.93366026,3
116.1310631,39.64977385,0
116.4058018,39.97255138,2
116.3794446,39.97780411,1
116.2670261,39.90600308,0
116.6015144,39.87937438,2
116.0406225,39.89815053,0
116.1493655,39.73311861,2
116.6615612,39.62773519,4
116.3316802,39.88467854,2
116.2657656,39.86415353,1
116.1054399,39.89978669,3
116.4117561,39.61557779,1
116.2080612,39.88761914,3
116.1219213,39.89118711,0
116.5902309,40.32397231,2
116.1065638,39.96573733,2
116.2937606,39.83050107,2
116.8383712,40.38404258,1
115.9477444,39.65646722,3
116.0828325,39.70338725,2
116.8406272,40.33915962,3
116.2560921,39.87433105,1
116.0628448,39.65730062,4
116.236314,40.19897933,4
115.9645554,39.81678549,3
116.3225956,39.73115904,3
116.5764973,39.91003272,4
116.3191328,39.63183157,4
116.379227,39.80173678,4
116.5837742,40.03473749,4
116.0877788,39.9465692,0
116.672618,39.81215071,3
116.3257648,39.64348521,2
116.3220146,39.97327795,2
116.3860264,39.96807755,4
115.8781041,39.59932594,0
116.3791984,39.97067155,0
116.5829435,39.91603319,4
116.0633126,39.65652932,3
116.7733477,40.40301407,1
116.5086098,40.0140759,1
116.278125,39.96140441,0
116.3479094,40.06172212,2
116.2226542,39.73425424,3
116.2842281,40.10827893,0
116.1275635,39.68489636,1
116.2381737,40.22244962,2
116.4318169,39.9638844,1
116.41573,39.9492076,1
116.6578052,39.90713381,1
116.3650284,39.86934286,2
116.2246564,39.99754967,0
116.2500575,39.84860117,2
116.0657208,39.72702134,2
116.5247817,39.88743784,3
116.4614393,39.94352273,4
116.5451901,39.75545609,3
116.0703903,39.93860899,0
116.2826015,39.86830941,1
116.4473658,39.90862889,1
116.4110433,39.90797385,3
116.5065774,39.69126856,4
116.0583933,39.71542428,3
116.2808679,39.89384202,1
116.1242491,39.72808733,0
116.2484206,39.8493986,1
116.1834977,39.93331884,0
116.2060241,39.82441066,4
116.1256826,39.74874661,1
116.1883377,40.08743527,1
116.215705,39.80728516,3
116.1720372,39.67990852,1
115.7847795,39.53712704,3
116.9437935,40.42317853,4
116.3973448,39.93807439,3
116.3848053,40.10293853,4
116.209283,39.82076637,0
116.665883,40.36103378,3
116.4616573,39.89315409,1
116.0442138,39.79045782,2
116.0490452,39.76584705,4
116.4940779,39.85256113,3
116.0672689,39.80967218,1
116.3160082,39.88953853,4
116.0927777,40.00101961,1
116.3368344,39.72820273,2
116.4088549,39.86297377,4
116.852063,40.39926983,2
116.4138513,39.97730121,2
116.1906858,39.93435862,3
116.3222649,40.10662562,3
116.3248785,39.88980086,4
116.3920756,39.94852969,4
116.3008005,40.09331399,2
116.3625245,40.033611,2
116.5087321,39.79551327,2
116.5657399,40.22653617,2
116.2903035,39.84437756,2
116.5499335,39.75406298,0
116.3279161,40.02394121,3
116.5084293,40.10047653,2
116.4897377,39.94429314,4
116.2597831,39.87915265,4
116.2873257,39.83661357,1
116.1948304,39.93276012,1
116.4646882,39.93084385,3
116.122866,39.83642142,2
116.2711228,40.10772021,1
116.3670064,39.92783055,0
116.336983,39.85029685,3
116.3817144,40.07036412,0
116.1395264,39.64152232,0
116.2252989,39.81027872,3
116.2605388,39.85289637,0
116.256016,40.59540063,2
116.0966834,39.82377401,3
116.3143102,39.9661617,0
116.4779423,39.92298326,0
116.4245114,39.8530027,0
116.3691595,40.05579733,2
116.4558159,40.20270763,2
116.5575734,40.07781762,4
116.3451895,39.84946635,0
116.2253868,39.81044664,0
116.0932946,39.99984084,0
116.3339088,39.9759956,0
116.6454831,39.83414765,3
116.1012637,39.94805143,0
116.2122072,40.20145211,0
116.4101024,39.84488768,4
116.3788193,39.88015928,3
116.0461657,39.58976699,3
115.9954122,39.65881649,1
116.5058493,39.84532154,4
116.5911669,39.74499709,3
116.3343814,39.74925253,3
116.2816428,39.84644825,3
116.3517536,39.88591334,2
116.1860068,39.92617388,0
116.4667368,39.8264646,1
116.3291205,39.89394609,0
115.8912354,39.62713007,2
116.429228,39.89084586,3
116.2816408,39.84644525,1
116.5583472,39.95255007,4
116.6322439,39.8717822,4
116.2429889,39.65462346,1
116.3096814,40.05024948,1
116.3739983,39.90494945,0
116.3344822,39.88914911,4
116.3181991,40.1940704,0
116.3777645,39.95605828,0
116.1019608,39.88787597,2
116.1675191,39.87177091,4
116.215963,40.56936076,3
116.2520297,39.89884544,0
116.4985149,39.8827596,3
116.271396,39.8917717,2
116.230289,39.87691791,2
116.1400411,39.7342042,2
115.811361,39.58618667,1
116.7260117,40.0167992,4
116.0444874,40.32260074,4
116.0446507,39.89911565,3
116.1421583,40.06107815,3
115.9596087,39.81999547,2
116.8332817,40.38225353,2
116.4884759,39.90928332,2
116.6701933,40.2108162,4
116.7002997,39.85133184,0
